userName,skor,at,text,cleaned_text
Pengguna Google,positive,2023-06-08 07:09:00,shopee pusat belanja bermasyarkat senang belanja shopee akhir2 barang2 beli lumayan lengkap senang gratis ongkir cod buka aplikasi shopee lemod lancar nyaman terimakasih,shopee pusat belanja bermasyarkat senang belanja shopee barang beli lumayan lengkap senang gratis ongkir cod buka aplikasi shopee lemod lancar nyaman terimakasih
Myanda Puspita,negative,2023-05-17 07:37:00,order siang bayar pk shopay malemnya tu toko hilang notifnya toko daftar tetiba barang cod sayang lg g tempat dibayarin tetangga unboxing barang jelek banget harga mahal banget cek toko kirim resi g daftar shopee ecommers lacak nopenya daftar jg ,order siang bayar pk shopay malemnya tu toko hilang notifnya toko daftar tetiba barang cod sayang lg g dibayarin tetangga unboxing barang jelek banget harga mahal banget cek toko kirim resi g daftar shopee ecommers lacak nopenya daftar jg
Bangtan Lalaland,positive,2023-05-14 01:06:00,belanja shopee dapet barang yg muas proses mudaah dapet gratis ongkir selagi pinter nya pilih giur harga muraah pasti cod,belanja shopee dapet barang yg muas proses mudaah dapet gratis ongkir selagi pinter nya pilih giur harga muraah cod
suciana safira,negative,2023-05-03 06:42:00,aplikasi shopee udah update versi berat aja hp aman2 belanja kesini biaya tangan masak 6 ribu biaya layan 1000 ribu biaya codnya haduhhh keluar biaya senang belanja enak gak enak banyak biaya ihhongkir dibatasin toko yg aja gratis ongkirnyapakai aplikasi belah aja deh,aplikasi shopee udah update versi berat aja hp aman belanja kesini biaya tangan masak ribu biaya layan ribu biaya codnya haduhhh biaya senang belanja enak gak enak biaya ihhongkir dibatasin toko yg aja gratis ongkirnyapakai aplikasi belah aja deh
Khairul Ikhsan,negative,2023-04-06 23:24:00,aman shopee tolong baik jual kali kirim barang yg beda yg pesan kirim barang pesan order fiktifcod fiktifpesanan palsu rugi tolong baik team shopee,aman shopee tolong jual kali kirim barang yg beda yg pesan kirim barang pesan order fiktifcod fiktifpesanan palsu rugi tolong team shopee
Herman Joko,positive,2023-03-28 09:13:00,cod yg tinggal 1 tolak pesan yg sesuai pesan speaker masker 1 pcs doang tolong shopee ecek toko tipu rugi customerterima kasih,cod yg tinggal tolak pesan yg sesuai pesan speaker masker pcs doang tolong shopee ecek toko tipu rugi customerterima kasih
Nur Khairun Nisa Damanik,negative,2023-03-27 19:18:00,update kualitas buruk loading lihat gambar lihat apa shopee susah pakai wifi instal aplikasi ok belanja shopee penjualpenjual tipu free ongkir kecuali produk beli cina negri produk beli indonesia berat ongkir update sistem cod,update kualitas buruk loading lihat gambar lihat shopee susah pakai wifi instal aplikasi ok belanja shopee penjualpenjual tipu free ongkir kecuali produk beli cina negri produk beli indonesia berat ongkir update sistem cod
Frans Ronny,negative,2023-03-23 10:21:00,belanja gx bayar codnya tinggal dalam kalbar takut tasa cod takut gx nyampe chekout batal karna aplikasi berat pake wifi lambat ongkirnya mahal belanja online apk shoppe maaf,belanja gx bayar codnya tinggal kalbar takut tasa cod takut gx nyampe chekout batal karna aplikasi berat pake wifi lambat ongkirnya mahal belanja online apk shoppe maaf
Asyifa Septia ningsih,negative,2023-03-17 09:04:00,aplikasi nya bagus sih pesan gak cod hp yg cod gak cod udah byk kumpul voucher gratis ongkir nya tp ttp aja gk cod gimana sih mohon tingkat lg ya min klu udh tingkatin kasih bintang 5 deh moga baca minn,aplikasi nya bagus sih pesan gak cod hp yg cod gak cod udah byk kumpul voucher gratis ongkir nya tp ttp aja gk cod gimana sih mohon tingkat lg ya min klu udh tingkatin kasih bintang deh moga baca minn
Erwin Ardiansyah,negative,2023-03-17 06:54:00,sy suruh ulas kali aplikasi rusak bejat buruk aplikasi lot kayak bekicot expedisi shopee express gak kalah lot cod cekik dgn biaya layan biaya penanganantapi layan dr puas aduch parah gak kayak platform belah,sy suruh ulas kali aplikasi rusak bejat buruk aplikasi lot kayak bekicot expedisi shopee express gak kalah lot cod cekik dgn biaya layan biaya penanganantapi layan dr puas aduch parah gak kayak platform belah
Yayat Hidayatul Qudsi,positive,2023-03-13 05:45:00,senang belanja shopeesayang aplikasi beratjadi klik cape nunggu lodingnyadan yg sulitbanyak barang yg suka yg ga codsehingga minat yg bankalfa indomartseperti sayakesulitan bayar,senang belanja shopeesayang aplikasi beratjadi klik cape nunggu lodingnyadan yg sulitbanyak barang yg suka yg ga codsehingga minat yg bankalfa indomartseperti sayakesulitan bayar
Richa Melani,neutral,2023-03-11 12:22:00,sorry biaya tangan cod nya rangin mahal 5000 top up nya potong shopee nya pakai s pay biaya tangan nya kalo kayak gitu aja harga kayak beli offline,sorry biaya tangan cod nya rangin mahal top up nya potong shopee nya pakai s pay biaya tangan nya kalo kayak gitu aja harga kayak beli offline
Parlin Ramadhan,negative,2023-03-11 11:44:00,aplikasi nya lot vocer ongkir nya susah biaya tangan cod mahal gitu lu shopee kesini ribet spaylater nya bayar gak ngotak bunga nya ampun dah mending toped,aplikasi nya lot vocer ongkir nya susah biaya tangan cod mahal gitu lu shopee kesini ribet spaylater nya bayar gak ngotak bunga nya ampun dah mending toped
Junaidi Jun,negative,2023-03-05 21:45:00,aplikasi nya bagus masalah biaya layan biaya tangan biaya bom klo kirim agen nambah 2rb biaya admin males belanja klo biaya tolong shopee pikirin pencil kadang klo cod sampek rumah nambah 5rb kurir tolong ya shopee rangin biaya taik apa,aplikasi nya bagus biaya layan biaya tangan biaya bom klo kirim agen nambah rb biaya admin males belanja klo biaya tolong shopee pikirin pencil kadang klo cod sampek rumah nambah rb kurir tolong ya shopee rangin biaya taik
Lesmana Jange,negative,2023-03-04 05:01:00,kalo retur barang 1 barang beli adminpenengah shope untung seller yg nakal upload video ruang diskusi proses kembali dana dagang gabisa jual benda2 tajam pisau kapak dsb cod kalo gagal bikin barang bulan muter2 daerah sampe seller proses lapor akun ribet,kalo retur barang barang beli adminpenengah shope untung seller yg nakal upload video ruang diskusi proses dana dagang gabisa jual benda tajam pisau kapak dsb cod kalo gagal bikin barang muter daerah sampe seller proses lapor akun ribet
Yesinta Isabella,positive,2023-02-28 06:56:00,inti puas belanja shopeebanyak diskonnyadan murah praktiskita gak capek2tinggal pilih barangokkirim dehtinggal nunggu rumahskrg toko sedia jasa codjadi kalo males gak ribet2 kluar rumah tfmakasih shopee  ohy ngasilin duit aplikasi shopeeapalagi skrg fitur shopeepaylater sm spinjambelanja skrg bayar depan lumayan nyicil2,inti puas belanja shopeebanyak diskonnyadan murah praktiskita gak capektinggal pilih barangokkirim dehtinggal nunggu rumahskrg toko sedia jasa codjadi kalo males gak ribet kluar rumah tfmakasih shopee ohy ngasilin duit aplikasi shopeeapalagi skrg fitur shopeepaylater sm spinjambelanja skrg bayar lumayan nyicil
Asyifa Apriliani,negative,2023-02-26 15:17:00,aplikasi berat menit buka layar suka ngefreeze simpan hp sinyal stabil aplikasi baru voucher nya susah banget metode bayar jg batas cuman bayar codspay dsb gabisa bayar indomrt kalo cod biaya tangan susah banget kalo gin,aplikasi berat menit buka layar suka ngefreeze simpan hp sinyal stabil aplikasi voucher nya susah banget metode bayar jg batas cuman bayar codspay dsb gabisa bayar indomrt kalo cod biaya tangan susah banget kalo gin
Sartyka Wd,positive,2023-02-25 12:03:00,kesini susah order barang enak banget belanja max 40 jenis produk 1 kli cekout pke 1 voucher gratis ongkir minimal order 3 toko doang 1 voucher batas ngorder cuman make voucher gratis ongkir tdk pke codshopepy shpaylater,kesini susah order barang enak banget belanja max jenis produk kli cekout pke voucher gratis ongkir minimal order toko doang voucher batas ngorder cuman make voucher gratis ongkir tdk pke codshopepy shpaylater
datu dahe,negative,2023-02-20 12:04:00,akhir toko shopee yg barang tulis dikripsi sitim cod cek out konfirmasi pilih metode bayar sistim cod barang yg skripsi harga murah lihat barang baru harga aselinya yg mahal payahhh,toko shopee yg barang tulis dikripsi sitim cod cek out konfirmasi pilih metode bayar sistim cod barang yg skripsi harga murah lihat barang harga aselinya yg mahal payahhh
Romie Mocka,negative,2023-02-17 09:26:00,aplikasi lho bagus kayak sampah super duper lot kudu berulang2 buka menu yg tuju biar buka pdahal pakai wifi kencang bayar paylater kudu bolak sampe 10x tampil menu udah gitu promo ongkir dipake kalo bayar pake codpaylater doang anjinnnngggg emang ga niat ngasih promo free ongkir maksa banget kudu pake bayar interface sampah ga pakai tombol back menu,aplikasi lho bagus kayak sampah super duper lot kudu ulang buka menu yg tuju biar buka pdahal pakai wifi kencang bayar paylater kudu bolak sampe x tampil menu udah gitu promo ongkir dipake kalo bayar pake codpaylater doang anjinnnngggg emang ga niat ngasih promo free ongkir maksa banget kudu pake bayar interface sampah ga pakai tombol back menu
Ai Nuraeni,negative,2023-02-09 23:30:00,kecewa langgan setia shopee skrg ribet pdhal ga bnyak fitur ga log in susah kmren dikarnakan hp hilang skrg ganti log in pke akun suruh scan barcode gimana hp hilang kalo kaya gin gimana yg ribet,kecewa langgan setia shopee skrg ribet pdhal ga bnyak fitur ga log in susah kmren dikarnakan hp hilang skrg ganti log in pke akun suruh scan barcode gimana hp hilang kalo kaya gin gimana yg ribet
Febrian,negative,2023-02-09 08:55:00,shopee bikin gemes bgt dah udah jadi 2x belanja pakai metode bayar cc hasil tiba2 pas kurir anter barang suruh bayar seakan2 cod udah bayar sistem shopee nya knp jd mesti bayar pas cod pakai metode cod gawat nih shopee udah nguras uang customer halus org bikin bingung gak dah belanja jeli bgt klo gak uang kuras,shopee bikin gemes bgt dah udah x belanja pakai metode bayar cc hasil pas kurir anter barang suruh bayar cod udah bayar sistem shopee nya knp jd mesti bayar pas cod pakai metode cod gawat nih shopee udah nguras uang customer halus org bikin bingung gak dah belanja jeli bgt klo gak uang kuras
Imam Ghazali,negative,2023-02-08 11:59:00,sayang nge lag parah bug udah baru apk udah log inout dah coba ttep aja sinyal bagus kuat buka apk youtube lancar yg ngeselin jasa kirim shopee xpres reguler cod kali nyampe nya terahir sen barang sejakarta barat 10 nyampe buset dah mah lambat 3 parah,sayang nge lag parah bug udah apk udah log inout dah coba ttep aja sinyal bagus kuat buka apk youtube lancar yg ngeselin jasa kirim shopee xpres reguler cod kali nyampe nya terahir sen barang sejakarta barat nyampe buset dah mah lambat parah
Widya Sukmantara,negative,2023-02-07 15:13:00,kirim pake shoope express mesen barang ampe 2 minggu udah gitu 2x transit gegara alas cuaca kirim tolong baik alas tamu komplain bayar cod,kirim pake shoope express mesen barang ampe minggu udah gitu x transit gegara alas cuaca kirim tolong alas tamu komplain bayar cod
Maulana (æ·±ã¿),positive,2023-02-03 12:29:00,bagus sih aplikasi belah transaksi cod gak dipake tambah gw pake shopee kecewa hasil kecuali cepat kirim kadang telat gak ngelebihi batas tanggal yg gw toleransi wajar aja lintas jalan macet,bagus sih aplikasi belah transaksi cod gak dipake gw pake shopee kecewa hasil kecuali cepat kirim kadang telat gak ngelebihi batas tanggal yg gw toleransi wajar aja lintas jalan macet
Theresia Raja,negative,2023-01-30 15:35:00,butuh lot ampun bingung aplikasi bawa sih arah tolong baik stress aplikasi perangkat hp ram 8 internal sisa sangaaat buka shopee lot buka apa lancarlancar full bayar maksud beda drastis contoh biaya tangan layan belanja cod 0 rupiah 5000,butuh lot ampun bingung aplikasi bawa sih arah tolong stress aplikasi perangkat hp ram internal sisa sangaaat buka shopee lot buka lancarlancar full bayar maksud beda drastis contoh biaya tangan layan belanja cod rupiah
Slemet Sugiyanto,neutral,2023-01-28 11:39:00,kasih bintang limatapi kadang kecewa app nya lelet krn mgkn bebanpakai hp ram koneksi internet bagus jg leletsampai layar hp ngk jalanselanjute kadang biaya tangan gede kalo bayar cod,kasih bintang limatapi kadang kecewa app nya lelet krn mgkn bebanpakai hp ram koneksi internet bagus jg leletsampai layar hp ngk jalanselanjute kadang biaya tangan gede kalo bayar cod
Endank Kha R,negative,2023-01-27 15:03:00,aplikasi olshop serakah 1 aplikasi 3 fungsi belanja video reels seller center satuin 1 aplikasi mending kalo lancar mah lot eror buka aplikasi balnk putih biaya2 yg ga ngotak biaya layan biaya tangan terkadang biaya penganan ongkir kalo pake cod langgan setia shopee skrg pindah olshop belah develover tolong tingkatin lg,aplikasi olshop serakah aplikasi fungsi belanja video reels seller center satuin aplikasi mending kalo lancar mah lot eror buka aplikasi balnk putih biaya yg ga ngotak biaya layan biaya tangan terkadang biaya penganan ongkir kalo pake cod langgan setia shopee skrg pindah olshop belah develover tolong tingkatin lg
Anis Nurlaeli,negative,2023-01-25 11:29:00,aplikasi update dadak super lot order kali batal shope krn sy bayar shopepay muat fitur tulis jaring bagus clear cache sayang banget cod dg biaya tangan yg lumayan mahal saldo shopepay jd sia2 transfer klik muat fitur,aplikasi update dadak super lot order kali batal shope krn sy bayar shopepay muat fitur tulis jaring bagus clear cache sayang banget cod dg biaya tangan yg lumayan mahal saldo shopepay jd sia transfer klik muat fitur
Nursella Rabania,negative,2023-01-23 15:00:00,apk merugikanbanyak kurir kurir penipu23 jan 2023 magrib datangin kurir antar paket nama sayasaya memesantetapi suruh bayar harga tinggialamat alamat sayatapi nomor telpon pake nomor sayanomor asing saaat cek nomor kirim namain kontak tipu cod bestie shop apus aja playstore,apk merugikanbanyak kurir kurir tipu jan magrib datangin kurir paket nama sayasaya memesantetapi suruh bayar harga tinggialamat alamat sayatapi nomor telpon pake nomor sayanomor asing saaat cek nomor kirim namain kontak tipu cod bestie shop apus aja playstore
Ginara Simatupang,negative,2023-01-21 21:44:00,aplikasi shopee buruk cacat login susah banget pakai no hp isi code jg salah masuk sandi jg salah macem taik kecewa pedahal 1 minggu belanja 5 jt karna jg dagang hp yg pakai rusak jd ganti hp masuk login sulit kecewa,aplikasi shopee buruk cacat login susah banget pakai no hp isi code jg salah masuk sandi jg salah macem taik kecewa pedahal minggu belanja jt karna jg dagang hp yg pakai rusak jd ganti hp masuk login sulit kecewa
Hendra Wibowo Slamet,negative,2023-01-09 12:35:00,diupdate lot aplikasi kesini biaya tambah biaya tambah cod gila parah sih isi saldo shopeepay sekian yg masuk sekian inti nya potong biaya tambah pelit voucher freeong nya pindah biru aja dah gak pake biaya2 tambah free ongkir cashback evaluasi aja nih ya mksh,diupdate lot aplikasi kesini biaya biaya cod gila parah sih isi saldo shopeepay sekian yg masuk sekian inti nya potong biaya pelit voucher freeong nya pindah biru aja dah gak pake biaya free ongkir cashback evaluasi aja nih ya mksh
triayu suprapto,negative,2023-01-07 07:13:00,gak update lelet mes cod gagal ubah pesan mes cod toko metode codnya pesan cod tpi tunggu tolong,gak update lelet mes cod gagal ubah pesan mes cod toko metode codnya pesan cod tpi tunggu tolong
Nur Imam,negative,2023-01-06 03:48:00,info aja skarang shopee biaya layan cod kalo harga barang mahal biaya layananya membengkakudah gitu aplikasi suka ngefrezeloading lambatpindah pembayaranya alahhh kesini gak aja,info aja skarang shopee biaya layan cod kalo harga barang mahal biaya layananya membengkakudah gitu aplikasi suka ngefrezeloading lambatpindah pembayaranya alahhh kesini gak aja
Athari Ghaisan,negative,2023-01-05 09:40:00,knp aplikasi shopee skrg kecewa krn hp rusak riset jd downlod lg shopee knp tdk masuklg k akun tdk ganti akun pas masukin akun tdk suruh scan barcode trs terus suruh kirim email ktp scan wajah terustapi tdk respon shopee nyapelayanan shopee buruk krna bayar spinjam blm jatuh tempo byr langsung verifikasi shopee,knp aplikasi shopee skrg kecewa krn hp rusak riset jd downlod lg shopee knp tdk masuklg k akun tdk ganti akun pas masukin akun tdk suruh scan barcode trs suruh kirim email ktp scan wajah terustapi tdk respon shopee nyapelayanan shopee buruk krna bayar spinjam blm jatuh tempo byr langsung verifikasi shopee
